job_id	partition	method	dataset	epoch	repeat	result_path	config_path
10782834	gpu-h100-nvl	UVQLM	tedlium	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/tedlium_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/tedlium_epoch5_lr1e-5_repeat3.yaml
10782835	gpu-h100	UVQLM	earnings22	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/earnings22_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/earnings22_epoch1_lr1e-5_repeat2.yaml
10782836	gpu	UVQLM	earnings22	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/earnings22_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/earnings22_epoch1_lr1e-5_repeat3.yaml
10782837	gpu-h100-nvl	UVQLM	earnings22	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/earnings22_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/earnings22_epoch5_lr1e-5_repeat2.yaml
10782838	gpu-h100	UVQLM	earnings22	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/earnings22_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/earnings22_epoch5_lr1e-5_repeat3.yaml
10782839	gpu	UVQLM	rev16	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/rev16_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/rev16_epoch1_lr1e-5_repeat2.yaml
10782840	gpu-h100-nvl	UVQLM	rev16	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/rev16_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/rev16_epoch1_lr1e-5_repeat3.yaml
10782841	gpu-h100	UVQLM	rev16	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/rev16_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/rev16_epoch5_lr1e-5_repeat2.yaml
10782842	gpu	UVQLM	rev16	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/rev16_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/rev16_epoch5_lr1e-5_repeat3.yaml
10782843	gpu-h100-nvl	UVQLM	TAL	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/TAL_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/TAL_epoch1_lr1e-5_repeat2.yaml
10782844	gpu-h100	UVQLM	TAL	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/TAL_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/TAL_epoch1_lr1e-5_repeat3.yaml
10782845	gpu	UVQLM	TAL	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/TAL_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/TAL_epoch5_lr1e-5_repeat2.yaml
10782846	gpu-h100-nvl	UVQLM	TAL	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/TAL_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/TAL_epoch5_lr1e-5_repeat3.yaml
10782847	gpu-h100	UVQLM	chime6	1	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/chime6_epoch1_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/chime6_epoch1_lr1e-5_repeat2.yaml
10782848	gpu	UVQLM	chime6	1	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/chime6_epoch1_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/chime6_epoch1_lr1e-5_repeat3.yaml
10782849	gpu-h100-nvl	UVQLM	chime6	5	2	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/chime6_epoch5_lr1e-5_repeat2.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/chime6_epoch5_lr1e-5_repeat2.yaml
10782850	gpu-h100	UVQLM	chime6	5	3	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/chime6_epoch5_lr1e-5_repeat3.txt	/mnt/parscratch/users/acp21rjf/symphony-workspaces-learning-to-augment/ROB-337/exp/results/repro/learnt_augmentation_repeats/rob337/UVQLM/configs/chime6_epoch5_lr1e-5_repeat3.yaml

finalizer_id	partition	dependency
10782851	sheffield	afterany:10782771:10782772:10782773:10782774:10782775:10782776:10782777:10782778:10782779:10782780:10782781:10782782:10782783:10782784:10782785:10782786:10782787:10782788:10782789:10782790:10782791:10782792:10782793:10782794:10782795:10782796:10782797:10782798:10782799:10782800:10782801:10782802:10782803:10782804:10782805:10782806:10782807:10782808:10782809:10782810:10782811:10782812:10782813:10782814:10782815:10782816:10782817:10782818:10782819:10782820:10782821:10782822:10782823:10782824:10782825:10782826:10782827:10782828:10782829:10782830:10782831:10782832:10782833:10782834:10782835:10782836:10782837:10782838:10782839:10782840:10782841:10782842:10782843:10782844:10782845:10782846:10782847:10782848:10782849:10782850
